RCDTS,school_name,district,city,county,school_type,enrollment,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,pp_expenditure,zip,address_longitude,address_latitude,school_short_name,school_long_name,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,school_name_right
150162990250847,Orr Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,302,9.5,12.3,55.1,81.1,*,*,*,,60624,-87.726166,41.894449,ORR HS,Orr Academy High School,730 N PULASKI Rd,false,"53, 66, N66",Green,"",66.7,801,85.6,55.4,65.2,44.4,66.6,280,242,51,128,144,5,0,1,There are 280 students enrolled at ORR HS.  86.4% are Low Income Students.  18.2% are Diverse Learners.  46.4% are Limited English Learners.,The largest demographic at ORR HS is Hispanic.  This demographic makes up 51.4% of the student population.  The second greatest demographic is Black at 45.7%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60624,1,3,1,Orr Academy High School
150162990250855,Ogden Int High School,Chicago Public Schools District 299,Chicago,Cook,High School,511,13.0,4.4,64.6,65.3,52.8,21.1,47.2,,60642,-87.659405,41.893548,OGDEN HS,Ogden International High School,1250 W ERIE St,false,"56, 65, 66, 9, X9","Blue,Green,Pink","",92.7,952,85.6,90.0,65.2,82.8,84.8,509,302,57,236,190,64,9,0,There are 509 students enrolled at OGDEN HS.  59.3% are Low Income Students.  11.2% are Diverse Learners.  16.5% are Limited English Learners.,The largest demographic at OGDEN HS is Black.  This demographic makes up 46.4% of the student population.  The second greatest demographic is Hispanic at 37.3%.,,,true,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60642,3,5,1,Ogden Int High School
150162990250831,Douglass Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,27,11.9,22.8,66.8,65.6,*,*,*,,60644,-87.767668,41.890369,DOUGLASS HS,Frederick A Douglass Academy High School,543 N WALLER Ave,false,"66, 85, 91",Green,"",,0,,64.3,,,75.4,28,25,10,26,2,0,0,0,There are 28 students enrolled at DOUGLASS HS.  89.3% are Low Income Students.  35.7% are Diverse Learners.  3.6% are Limited English Learners.,The largest demographic at DOUGLASS HS is Black.  This demographic makes up 92.9% of the student population.  The second greatest demographic is Hispanic at 7.1%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60644,1,3,1,Douglass Academy High School
150162990250818,Spry Community Links High School,Chicago Public Schools District 299,Chicago,Cook,High School,82,10.6,6.5,46.6,72.6,*,*,*,,60623,-87.698946,41.847762,SPRY HS,Spry Community Links High School,2400 S MARSHALL Blvd,false,"21, 52, 60, 94",Pink,"",70.6,0,85.6,80.0,65.2,63.2,63.8,62,30,14,2,60,0,0,0,There are 62 students enrolled at SPRY HS.  48.4% are Low Income Students.  22.6% are Diverse Learners.  67.7% are Limited English Learners.,The largest demographic at SPRY HS is Hispanic.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Black at 3.2%.,,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60623,1,4,1,Spry Community Links High School
150162990250867,Englewood STEM High School,Chicago Public Schools District 299,Chicago,Cook,High School,626,8.0,16.0,33.1,87.5,8.4,*,*,,60621,-87.639061,41.770251,ENGLEWOOD STEM HS,Englewood STEM High School,6835 S NORMAL ,false,"169, 24, 67, 8","Green, Red","",,778,,75.6,,,71.5,534,323,105,383,144,4,0,1,There are 534 students enrolled at ENGLEWOOD STEM HS.  60.5% are Low Income Students.  19.7% are Diverse Learners.  24.3% are Limited English Learners.,The largest demographic at ENGLEWOOD STEM HS is Black.  This demographic makes up 71.7% of the student population.  The second greatest demographic is Hispanic at 27%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60621,2,4,1,Englewood STEM High School
150162990250027,Lane Technical High School,Chicago Public Schools District 299,Chicago,Cook,High School,4591,13.2,2.1,54.0,34.3,91.4,87.5,89.2,,60618,-87.691013,41.946645,LANE TECH HS,Albert G Lane Technical High School,2501 W ADDISON St,false,"152, 49, 77, 94, X49",Brown,"",97.4,1256,85.6,97.4,65.2,90.9,90.8,4496,1472,487,324,1572,1901,446,15,There are 4496 students enrolled at LANE TECH HS.  32.7% are Low Income Students.  10.8% are Diverse Learners.  3.5% are Limited English Learners.,The largest demographic at LANE TECH HS is White.  This demographic makes up 42.3% of the student population.  The second greatest demographic is Hispanic at 35%.,,,false,false,2025,NEUTRAL,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60618,1,5,1,Lane Technical High School
150162990250779,Hancock College Preparatory HS,Chicago Public Schools District 299,Chicago,Cook,High School,1043,15.2,1.7,43.0,32.8,91.4,70.0,85.8,,60638,-87.72447,41.791464,HANCOCK HS,John Hancock College Preparatory High School,5437 W 64TH Pl,false,"53A, 55, 59",Orange,"",97.0,1078,85.6,97.1,65.2,80.4,92.1,1044,640,52,19,942,66,8,3,There are 1044 students enrolled at HANCOCK HS.  61.3% are Low Income Students.  5% are Diverse Learners.  3.5% are Limited English Learners.,The largest demographic at HANCOCK HS is Hispanic.  This demographic makes up 90.2% of the student population.  The second greatest demographic is White at 6.3%.,,,false,false,2025,NEUTRAL,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60638,1,3,1,Hancock College Preparatory HS
150162990250764,Young Magnet High School,Chicago Public Schools District 299,Chicago,Cook,High School,2206,16.6,1.9,60.0,17.0,93.8,92.2,91.8,,60607,-87.664233,41.878603,YOUNG HS,Whitney M Young Magnet High School,211 S LAFLIN St,false,"126, 20, 60, 7, 755, 9, X9","Blue,Green,Pink","",95.6,1297,85.6,94.8,65.2,88.5,93.6,2192,654,194,390,567,526,583,14,There are 2192 students enrolled at YOUNG HS.  29.8% are Low Income Students.  8.9% are Diverse Learners.  1.8% are Limited English Learners.,The largest demographic at YOUNG HS is Asian.  This demographic makes up 26.6% of the student population.  The second greatest demographic is Hispanic at 25.9%.,,,true,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60607,3,7,1,Young Magnet High School
150162990250794,Northside College Preparatory Hs,Chicago Public Schools District 299,Chicago,Cook,High School,1059,14.4,3.5,64.2,26.6,95.4,89.4,92.0,,60625,-87.708708,41.981315,NORTHSIDE PREP HS,Northside College Preparatory High School,5501 N KEDZIE Ave,false,"82, 92, 93",Brown,"",97.5,1303,85.6,96.4,65.2,95.1,92.4,1075,376,128,70,318,364,249,0,There are 1075 students enrolled at NORTHSIDE PREP HS.  35% are Low Income Students.  11.9% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at NORTHSIDE PREP HS is White.  This demographic makes up 33.9% of the student population.  The second greatest demographic is Hispanic at 29.6%.,,,false,false,2025,NEUTRAL,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60625,1,3,1,Northside College Preparatory Hs
150162990250039,King College Prep High School,Chicago Public Schools District 299,Chicago,Cook,High School,794,11.8,8.8,67.8,66.3,36.9,14.7,34.3,,60653,-87.603874,41.813675,KING HS,Dr  Martin Luther King  Jr  College Prep HS,4445 S DREXEL Blvd,false,"4, 43, 47",Green,"",91.4,939,85.6,93.0,65.2,73.1,90.9,850,672,95,818,22,1,1,1,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653,1,3,1,King College Prep High School
150162990250788,Brooks College Prep Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,992,16.0,,61.1,44.8,88.2,64.6,76.3,,60628,-87.616353,41.692763,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,250 E 111TH St,false,"111, 111A, 115, 119, 34, 4",Orange,"",90.9,1111,85.6,91.0,65.2,65.5,88.1,987,608,78,768,181,22,1,0,There are 987 students enrolled at BROOKS HS.  61.6% are Low Income Students.  7.9% are Diverse Learners.  1.1% are Limited English Learners.,The largest demographic at BROOKS HS is Black.  This demographic makes up 77.8% of the student population.  The second greatest demographic is Hispanic at 18.3%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60628,1,6,1,Brooks College Prep Academy HS
150162990250857,Westinghouse High School,Chicago Public Schools District 299,Chicago,Cook,High School,1216,12.4,5.9,31.0,51.5,55.5,31.0,51.1,,60624,-87.707332,41.889977,WESTINGHOUSE HS,George Westinghouse College Prep,3223 W FRANKLIN Blvd,false,"52, 66, 82, 94",Green,"",96.5,1005,85.6,94.1,65.2,86.4,86.2,1182,689,106,533,507,34,92,2,There are 1182 students enrolled at WESTINGHOUSE HS.  58.3% are Low Income Students.  9% are Diverse Learners.  9.7% are Limited English Learners.,The largest demographic at WESTINGHOUSE HS is Black.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624,1,4,1,Westinghouse High School
150162990250796,Payton College Preparatory HS,Chicago Public Schools District 299,Chicago,Cook,High School,1251,14.7,0.6,48.3,23.2,93.8,91.7,91.7,,60610,-87.635385,41.901575,PAYTON HS,Walter Payton College Preparatory High School,1034 N WELLS St,false,"156, 22, 36, 37, 66, 70","Blue,Purple,Brown,Red","",98.7,1334,85.6,97.2,65.2,91.1,92.4,1253,371,106,114,313,389,358,4,There are 1253 students enrolled at PAYTON HS.  29.6% are Low Income Students.  8.5% are Diverse Learners.  2.9% are Limited English Learners.,The largest demographic at PAYTON HS is White.  This demographic makes up 31% of the student population.  The second greatest demographic is Asian at 28.6%.,,,false,true,2025,NEUTRAL,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60610,4,6,1,Payton College Preparatory HS
150162990250533,Jones College Prep High School,Chicago Public Schools District 299,Chicago,Cook,High School,1932,13.3,1.8,50.2,41.3,90.5,84.3,85.7,,60605,-87.627675,41.873066,JONES HS,William Jones College Preparatory High School,700 S STATE St,false,"1, 10, 12, 126, 128, 130, 134, 135, 136, 143, 146, 147, 148, 151, 156, 18, 192, 2, 22, 24","Blue,Green,Pink,Purple,Orange,Brown,Red","",96.8,1276,85.6,94.1,65.2,87.0,89.2,1899,682,165,219,647,537,397,9,There are 1899 students enrolled at JONES HS.  35.9% are Low Income Students.  8.7% are Diverse Learners.  3.2% are Limited English Learners.,The largest demographic at JONES HS is Hispanic.  This demographic makes up 34.1% of the student population.  The second greatest demographic is White at 28.3%.,,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60605,7,20,1,Jones College Prep High School
150162990250860,South Shore Intl Col Prep HS,Chicago Public Schools District 299,Chicago,Cook,High School,594,16.7,5.6,47.7,75.2,54.2,34.3,42.3,,60649,-87.576353,41.758792,SOUTH SHORE INTL HS,South Shore Intl College Prep High School,1955 E 75TH St,false,"15, 28, 75, 79, J14, N5",Red,"",92.9,901,85.6,80.2,65.2,72.0,81.7,553,356,72,525,22,2,0,0,There are 553 students enrolled at SOUTH SHORE INTL HS.  64.4% are Low Income Students.  13% are Diverse Learners.  3.3% are Limited English Learners.,The largest demographic at SOUTH SHORE INTL HS is Black.  This demographic makes up 94.9% of the student population.  The second greatest demographic is Hispanic at 4%.,,,false,false,2025,VERY WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60649,1,6,1,South Shore Intl Col Prep HS
150162990250833,Lindblom Math & Science Acad HS,Chicago Public Schools District 299,Chicago,Cook,High School,1285,11.4,3.9,66.4,43.1,78.8,48.7,63.6,,60636,-87.671662,41.782041,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,6130 S WOLCOTT Ave,false,"48, 59, 63, 9, X9",Green,"",93.4,1046,85.6,92.2,65.2,83.1,88.9,1258,729,87,858,334,39,5,1,There are 1258 students enrolled at LINDBLOM HS.  57.9% are Low Income Students.  6.9% are Diverse Learners.  3.6% are Limited English Learners.,The largest demographic at LINDBLOM HS is Black.  This demographic makes up 68.2% of the student population.  The second greatest demographic is Hispanic at 26.6%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60636,1,5,1,Lindblom Math & Science Acad HS
150162990250824,Bowen High School,Chicago Public Schools District 299,Chicago,Cook,High School,230,12.2,4.8,37.0,77.0,*,*,*,,60617,-87.55755,41.734627,BOWEN HS,Bowen High School,2710 E 89TH St,false,"26, 30, 71, 87, N5","","",58.1,752,85.6,67.3,65.2,46.3,72.7,279,215,64,168,107,0,1,0,There are 279 students enrolled at BOWEN HS.  77.1% are Low Income Students.  22.9% are Diverse Learners.  37.3% are Limited English Learners.,The largest demographic at BOWEN HS is Black.  This demographic makes up 60.2% of the student population.  The second greatest demographic is Hispanic at 38.4%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60617,0,4,0,Bowen High School
150162990250820,Chicago Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,569,10.4,7.2,58.9,37.7,53.8,23.9,42.7,,60634,-87.776847,41.943054,CHICAGO ACADEMY HS,Chicago Academy High School,3400 N AUSTIN Ave,false,"152, 77, 86, 91","","",96.2,903,85.6,95.8,65.2,73.2,90.4,548,417,101,17,440,72,9,3,There are 548 students enrolled at CHICAGO ACADEMY HS.  76.1% are Low Income Students.  18.4% are Diverse Learners.  35.4% are Limited English Learners.,The largest demographic at CHICAGO ACADEMY HS is Hispanic.  This demographic makes up 80.3% of the student population.  The second greatest demographic is White at 13.1%.,,,false,false,2025,NEUTRAL,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60634,0,3,0,Chicago Academy High School
150162990250826,Raby High School,Chicago Public Schools District 299,Chicago,Cook,High School,111,8.4,6.1,51.4,78.8,*,*,*,,60624,-87.715423,41.88621,RABY HS,Al Raby High School,3545 W FULTON Blvd,false,"20, 52, 82","Blue,Green","",75.8,766,85.6,90.2,65.2,73.7,73.2,75,55,46,63,11,1,0,0,There are 75 students enrolled at RABY HS.  73.3% are Low Income Students.  61.3% are Diverse Learners.  14.7% are Limited English Learners.,The largest demographic at RABY HS is Black.  This demographic makes up 84% of the student population.  The second greatest demographic is Hispanic at 14.7%.,,,false,false,2025,WEAK,Not Yet Organized,School Year 2024-2025,Good Standing,Inability to Rate,60624,2,3,1,Raby High School
150162990250849,Alcott College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,359,12.1,3.4,56.8,53.8,*,*,26.2,,60618,-87.680562,41.935795,ALCOTT HS,Louisa May Alcott College Preparatory HS,2957 N HOYNE Ave,false,"49, 50, 76, 77, X49",Brown,"",91.5,888,85.6,92.1,65.2,61.6,86.6,301,205,109,43,194,51,4,1,There are 301 students enrolled at ALCOTT HS.  68.1% are Low Income Students.  36.2% are Diverse Learners.  35.2% are Limited English Learners.,The largest demographic at ALCOTT HS is Hispanic.  This demographic makes up 64.5% of the student population.  The second greatest demographic is White at 16.9%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60618,1,5,1,Alcott College Prep
150162990250841,Collins Academy STEAM High School,Chicago Public Schools District 299,Chicago,Cook,High School,196,11.6,3.7,48.3,66.1,*,*,*,,60623,-87.702042,41.864149,COLLINS STEAM HS,Collins Academy STEAM High School,1313 S SACRAMENTO Dr,false,"12, 157, 18, 52, 82, 94","Blue,Pink","",72.3,768,85.6,72.5,65.2,48.0,80.5,188,176,43,183,3,0,0,1,There are 188 students enrolled at COLLINS STEAM HS.  93.6% are Low Income Students.  22.9% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at COLLINS STEAM HS is Black.  This demographic makes up 97.3% of the student population.  The second greatest demographic is Hispanic at 1.6%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60623,2,6,1,Collins Academy STEAM High School
150162990250844,Austin College and Career Academy High School,Chicago Public Schools District 299,Chicago,Cook,High School,145,10.3,10.6,26.2,87.4,*,*,*,,60644,-87.761916,41.885993,AUSTIN CCA HS,Austin College and Career Academy High School,231 N PINE Ave,false,"20, 57, 85",Green,"",66.7,745,85.6,45.8,65.2,33.3,61.5,143,136,28,119,24,0,0,0,There are 143 students enrolled at AUSTIN CCA HS.  95.1% are Low Income Students.  19.6% are Diverse Learners.  14% are Limited English Learners.,The largest demographic at AUSTIN CCA HS is Black.  This demographic makes up 83.2% of the student population.  The second greatest demographic is Hispanic at 16.8%.,,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60644,1,3,1,Austin College and Career Academy High School
150162990250829,Uplift Community High School,Chicago Public Schools District 299,Chicago,Cook,High School,221,9.5,7.8,65.0,77.7,*,*,*,,60640,-87.652473,41.965547,UPLIFT HS,Uplift Community High School,900 W WILSON Ave,false,"135, 136, 146, 148, 151, 36, 78, 81","Purple,Red","",70.0,742,85.6,61.5,65.2,41.2,78.9,214,130,80,152,46,7,5,1,There are 214 students enrolled at UPLIFT HS.  60.7% are Low Income Students.  37.4% are Diverse Learners.  20.6% are Limited English Learners.,The largest demographic at UPLIFT HS is Black.  This demographic makes up 71% of the student population.  The second greatest demographic is Hispanic at 21.5%.,,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60640,2,8,1,Uplift Community High School
150162990250830,World Language High School,Chicago Public Schools District 299,Chicago,Cook,High School,378,16.6,,47.3,60.9,39.2,*,17.6,,60623,-87.735292,41.834397,WORLD LANGUAGE HS,World Language Academy High School,3120 S KOSTNER Ave,false,"35, 54B",Pink,"",85.2,883,85.6,75.8,65.2,69.2,86.0,338,309,64,12,326,0,0,0,There are 338 students enrolled at WORLD LANGUAGE HS.  91.4% are Low Income Students.  18.9% are Diverse Learners.  58% are Limited English Learners.,The largest demographic at WORLD LANGUAGE HS is Hispanic.  This demographic makes up 96.4% of the student population.  The second greatest demographic is Black at 3.6%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60623,1,2,1,World Language High School
150162990250835,School of Social Justice HS,Chicago Public Schools District 299,Chicago,Cook,High School,254,14.2,,36.8,83.1,26.6,*,21.9,,60623,-87.735299,41.833507,SOCIAL JUSTICE HS,Greater Lawndale High School For Social Justice,3120 S KOSTNER Ave,false,"35, 54B","","",81.3,833,85.6,70.2,65.2,62.2,81.3,205,187,29,37,167,1,0,0,There are 205 students enrolled at SOCIAL JUSTICE HS.  91.2% are Low Income Students.  14.1% are Diverse Learners.  48.3% are Limited English Learners.,The largest demographic at SOCIAL JUSTICE HS is Hispanic.  This demographic makes up 81.5% of the student population.  The second greatest demographic is Black at 18%.,,,false,false,2025,NOT ENOUGH DATA,Not Yet Organized,School Year 2024-2025,Good Standing,Inability to Rate,60623,0,1,0,School of Social Justice HS
150162990250856,Williams Medical Prep High Sch,Chicago Public Schools District 299,Chicago,Cook,High School,72,16.1,12.1,30.7,47.4,*,*,*,,60615,-87.62503,41.806118,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,4934 S WABASH Ave,false,"15, 24, 29, 3, 43, 47, 51","Green,Red","",78.6,821,85.6,95.0,65.2,64.7,86.2,80,71,9,75,2,0,0,0,There are 80 students enrolled at WILLIAMS HS.  88.8% are Low Income Students.  11.2% are Diverse Learners.  3.8% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 93.8% of the student population.  The second greatest demographic is Other at 3.7%.,,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615,2,7,1,Williams Medical Prep High Sch
150162990250834,Bronzeville Scholastic HS,Chicago Public Schools District 299,Chicago,Cook,High School,112,12.5,10.6,57.1,59.5,*,*,*,,60615,-87.625004,41.805204,BRONZEVILLE HS,Bronzeville Scholastic Academy High School,4934 S WABASH Ave,false,"15, 24, 29, 3, 43, 47, 51","Green,Red","",82.4,0,85.6,"",65.2,58.3,86.0,111,96,30,102,9,0,0,0,There are 111 students enrolled at BRONZEVILLE HS.  86.5% are Low Income Students.  27% are Diverse Learners.  4.5% are Limited English Learners.,The largest demographic at BRONZEVILLE HS is Black.  This demographic makes up 91.9% of the student population.  The second greatest demographic is Hispanic at 8.1%.,,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615,2,7,1,Bronzeville Scholastic HS
150162990250837,Infinity Math  Science & Tech HS,Chicago Public Schools District 299,Chicago,Cook,High School,413,11.7,1.6,57.7,58.7,48.2,27.7,34.8,,60623,-87.735278,41.836169,INFINITY HS,Infinity Math Science and Technology High School,3120 S KOSTNER Ave,false,"35, 54B","","",92.6,923,85.6,88.5,65.2,58.2,89.3,394,349,52,11,377,3,0,2,There are 394 students enrolled at INFINITY HS.  88.6% are Low Income Students.  13.2% are Diverse Learners.  37.3% are Limited English Learners.,The largest demographic at INFINITY HS is Hispanic.  This demographic makes up 95.7% of the student population.  The second greatest demographic is Black at 2.8%.,,,false,false,2025,VERY WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60623,0,1,0,Infinity Math  Science & Tech HS
150162990250836,Multicultural Arts High School,Chicago Public Schools District 299,Chicago,Cook,High School,273,12.6,6.3,59.8,83.2,19.3,*,*,,60623,-87.735283,41.835282,MULTICULTURAL ARTS HS,Multicultural Arts High School,3120 S KOSTNER Ave,false,"35, 54B","","",63.5,845,85.6,56.8,65.2,44.7,72.8,233,220,37,29,203,1,0,0,There are 233 students enrolled at MULTICULTURAL ARTS HS.  94.4% are Low Income Students.  15.9% are Diverse Learners.  58.4% are Limited English Learners.,The largest demographic at MULTICULTURAL ARTS HS is Hispanic.  This demographic makes up 87.1% of the student population.  The second greatest demographic is Black at 12.4%.,,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60623,0,1,0,Multicultural Arts High School
,,,,,,,,,,,,,,,,-87.675947,41.759852,SOUTHSIDE HS,Southside Occupational Academy High School,7342 S HOYNE Ave,true,"48, 49, 75, 94, X49","","",,0,,"",,,83.5,381,307,381,219,151,9,0,0,There are 381 students enrolled at SOUTHSIDE HS.  80.6% are Low Income Students.  100% are Diverse Learners.  26.5% are Limited English Learners.,The largest demographic at SOUTHSIDE HS is Black.  This demographic makes up 57.5% of the student population.  The second greatest demographic is Hispanic at 39.6%.,,,false,false,2025,STRONG,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60636,0,4,0,""
,,,,,,,,,,,,,,,,-87.764663,41.960364,VAUGHN HS,Jacqueline B Vaughn Occupational High School,4355 N LINDER Ave,true,"56, 78, 80, 85",Blue,"",,0,85.6,"",65.2,,81.9,229,153,229,40,137,38,7,2,There are 229 students enrolled at VAUGHN HS.  66.8% are Low Income Students.  100% are Diverse Learners.  42.8% are Limited English Learners.,The largest demographic at VAUGHN HS is Hispanic.  This demographic makes up 59.8% of the student population.  The second greatest demographic is Black at 17.5%.,,,false,false,2025,NOT ENOUGH DATA,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60641,1,4,1,""
,,,,,,,,,,,,,,,,-87.625315,41.849675,GRAHAM HS,Ray Graham Training Center High School,2347 S WABASH Ave,true,"1, 21, 24, 29, 3, 4, 62","Green,Red","",,0,,"",65.2,13.6,78.6,263,231,263,105,131,11,10,3,There are 263 students enrolled at GRAHAM HS.  87.8% are Low Income Students.  100% are Diverse Learners.  37.6% are Limited English Learners.,The largest demographic at GRAHAM HS is Hispanic.  This demographic makes up 49.8% of the student population.  The second greatest demographic is Black at 39.9%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60616,2,7,1,""
,,,,,,,,,,,,,,,,-87.722386,41.982973,NORTHSIDE LEARNING HS,Northside Learning Center High School,3730 W BRYN MAWR Ave,true,"53, 82, 92","","",3.4,0,85.6,3.1,,,86.9,261,188,261,46,150,40,18,0,There are 261 students enrolled at NORTHSIDE LEARNING HS.  72% are Low Income Students.  100% are Diverse Learners.  44.4% are Limited English Learners.,The largest demographic at NORTHSIDE LEARNING HS is Hispanic.  This demographic makes up 57.5% of the student population.  The second greatest demographic is Black at 17.6%.,,,false,false,2025,NOT ENOUGH DATA,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60659,0,2,0,""
,,,,,,,,,,,,,,,,-87.6601387,41.8627144,VIRTUAL ACADEMY HS,The Virtual Academy High School,1326 W 14TH ,false,"12, 157, 18, 60, 9, X9","Blue,Pink","",,0,,"",,,"",312,198,125,86,163,46,11,2,There are 312 students enrolled at VIRTUAL ACADEMY HS.  63.5% are Low Income Students.  40.1% are Diverse Learners.  18.3% are Limited English Learners.,The largest demographic at VIRTUAL ACADEMY HS is Hispanic.  This demographic makes up 52.2% of the student population.  The second greatest demographic is Black at 27.6%.,,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608,2,6,1,""
15016299025028C,Noble St Chtr-Pritzker College Prep,Chicago Public Schools District 299,Chicago,Cook,High School,980,6.4,17.9,98.4,33.1,39.2,19.8,38.4,,60639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15016299025020C,IJLA Charter High School,Chicago Public Schools District 299,Chicago,Cook,High School,93,,,,92.5,*,*,*,,60608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15016299025012C,IHSCA Charter High School,Chicago Public Schools District 299,Chicago,Cook,High School,555,,,,60.0,15.0,8.6,18.3,,60608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15016905025001C,Intrinsic 2 Charter High School,Intrinsic 2 Charter High School,Chicago,Cook,High School,734,3.6,29.4,35.5,38.4,29.4,12.8,32.3,,60603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15016299025043C,Noble St Chtr-The Noble Academy,Chicago Public Schools District 299,Chicago,Cook,High School,401,3.7,21.3,100.0,52.7,41.8,14.6,24.6,,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15016299025046C,North Lawndale Prep Chtr-Collins,Chicago Public Schools District 299,Chicago,Cook,High School,266,3.8,18.5,100.0,74.5,*,*,*,,60623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15016299025055C,YCCS- McKinley-Lakeside Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,High School,96,16.5,,52.0,87.1,*,*,*,,60616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150162990250863,Walter Henri Dyett High School for the Arts,Chicago Public Schools District 299,Chicago,Cook,High School,510,10.9,9.4,60.3,72.3,7.2,*,15.8,,60615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15016299025086C,Acero Chtr Sch Network Victoria Soto Campus,Chicago Public Schools District 299,Chicago,Cook,High School,552,9.7,4.8,96.5,54.5,15.2,*,16.7,,60632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
