RCDTS,school_name,district,city,county,school_type,enrollment,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,pp_expenditure,zip,address_longitude,address_latitude,school_short_name,school_long_name,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,school_name_right
15016299025060C,YCCS-Progressive Leadership Academy,Chicago Public Schools District 299,Chicago,Cook,High School,118,14.3,,100.0,89.1,*,*,*,,60637,-87.61574,41.773962,YCCS - PROGRESSIVE LEADERSHIP,YCCS-Progressive Leadership Academy,6620 S DR MARTIN LUTHER KING JR Dr,false,"29, 3, 30, 63, 67, N4, N5","Green, Red","",,0,,"",65.2,15.0,62.0,126,113,21,119,5,1,0,0,There are 126 students enrolled at YCCS - PROGRESSIVE LEADERSHIP.  89.7% are Low Income Students.  16.7% are Diverse Learners.  1.6% are Limited English Learners.,The largest demographic at YCCS - PROGRESSIVE LEADERSHIP is Black.  This demographic makes up 94.4% of the student population.  The second greatest demographic is Hispanic at 4%.,false,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60637,2,7,1,YCCS-Progressive Leadership Academy
,,,,,,,,,,,,,,,,-87.705206,41.939433,PATHWAYS - AVONDALE HS,Pathways in Education- Avondale,2936 W BELMONT Ave,false,"152, 52, 77, 82, 94",Blue,"",,854,,"",65.2,44.9,85.2,306,281,65,38,216,40,3,2,There are 306 students enrolled at PATHWAYS - AVONDALE HS.  91.8% are Low Income Students.  21.2% are Diverse Learners.  27.1% are Limited English Learners.,The largest demographic at PATHWAYS - AVONDALE HS is Hispanic.  This demographic makes up 70.6% of the student population.  The second greatest demographic is White at 13.1%.,,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60618,1,5,1,""
150162990250861,Goode STEM Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,961,13.2,4.3,38.4,56.5,22.2,8.7,23.1,,60652,-87.707345,41.75375,GOODE HS,Sarah E. Goode STEM Academy,7651 S HOMAN Ave,false,"169, 52A, 79","","",94.9,809,85.6,90.7,65.2,60.3,85.7,883,672,164,280,582,13,0,2,There are 883 students enrolled at GOODE HS.  76.1% are Low Income Students.  18.6% are Diverse Learners.  26% are Limited English Learners.,The largest demographic at GOODE HS is Hispanic.  This demographic makes up 65.9% of the student population.  The second greatest demographic is Black at 31.7%.,,,false,false,2025,VERY WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60652,0,2,0,Goode STEM Academy HS
,,,,,,,,,,,,,,,,-87.654248,41.691953,CHICAGO EXCEL HS,Chicago Excel Academy HS,1257 W 111TH St,false,"111, 112, 115","","",24.1,745,85.6,"",65.2,26.4,72.1,269,222,27,256,10,1,0,0,There are 269 students enrolled at CHICAGO EXCEL HS.  82.5% are Low Income Students.  10% are Diverse Learners.  1.1% are Limited English Learners.,The largest demographic at CHICAGO EXCEL HS is Black.  This demographic makes up 95.2% of the student population.  The second greatest demographic is Hispanic at 3.7%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60643,0,2,0,""
,,,,,,,,,,,,,,,,-87.69073,41.765929,EXCEL SOUTHWEST HS,Excel Academy Southwest,7050 S WASHTENAW Ave,false,"49, 67, 94, X49","","",46.7,694,85.6,41.2,65.2,34.6,73.8,140,134,20,71,66,0,1,0,There are 140 students enrolled at EXCEL SOUTHWEST HS.  95.7% are Low Income Students.  14.3% are Diverse Learners.  33.6% are Limited English Learners.,The largest demographic at EXCEL SOUTHWEST HS is Black.  This demographic makes up 50.7% of the student population.  The second greatest demographic is Hispanic at 47.1%.,true,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60629,0,3,0,""
,,,,,,,,,,,,,,,,-87.695261,41.842533,YORK HS,Consuella B York Alternative High School,2700 S CALIFORNIA Ave,false,"60, 94",Pink,"",,721,85.6,2.9,65.2,2.9,60.3,140,129,46,105,29,4,0,1,There are 140 students enrolled at YORK HS.  92.1% are Low Income Students.  32.9% are Diverse Learners.  7.1% are Limited English Learners.,The largest demographic at YORK HS is Black.  This demographic makes up 75% of the student population.  The second greatest demographic is Hispanic at 20.7%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60608,1,2,1,""
,,,,,,,,,,,,,,,,-87.668722,41.864365,SIMPSON HS,Simpson Academy HS for Young Women,1321 S PAULINA St,false,"12, 157, 18, 50, 755, 9, X9","Blue, Pink","",,0,,"",65.2,64.3,55.4,30,30,6,18,12,0,0,0,There are 30 students enrolled at SIMPSON HS.  100% are Low Income Students.  20% are Diverse Learners.  33.3% are Limited English Learners.,The largest demographic at SIMPSON HS is Black.  This demographic makes up 60% of the student population.  The second greatest demographic is Hispanic at 40%.,true,,false,false,2025,STRONG,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60608,2,7,1,""
,,,,,,,,,,,,,,,,-87.680418,41.867832,JEFFERSON HS,Nancy B Jefferson Alternative High School,1100 S HAMILTON Ave,false,"12, 126, 157, 18, 49, 50, 7, 755, X49","Blue,Pink","",10.4,745,85.6,5.7,,,90.1,127,67,41,105,18,2,0,0,There are 127 students enrolled at JEFFERSON HS.  52.8% are Low Income Students.  32.3% are Diverse Learners.  6.3% are Limited English Learners.,The largest demographic at JEFFERSON HS is Black.  This demographic makes up 82.7% of the student population.  The second greatest demographic is Hispanic at 14.2%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60612,2,9,1,""
,,,,,,,,,,,,,,,,-87.806682,42.017171,OMBUDSMAN - NORTHWEST HS,Ombudsman Chicago- Northwest,7500 N HARLEM Ave,false,"290, 270, Pace",Blue,"",,813,,"",65.2,33.3,59.8,336,249,62,40,196,53,38,2,There are 336 students enrolled at OMBUDSMAN - NORTHWEST HS.  74.1% are Low Income Students.  18.5% are Diverse Learners.  39.9% are Limited English Learners.,The largest demographic at OMBUDSMAN - NORTHWEST HS is Hispanic.  This demographic makes up 58.3% of the student population.  The second greatest demographic is White at 15.8%.,true,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60631,1,3,1,""
,,,,,,,,,,,,,,,,-87.683635,41.783027,OMBUDSMAN - SOUTH HS,Ombudsman Chicago - South,6057 S WESTERN Ave,false,"49, 59, 63, X49","Green, Orange","",19.1,764,85.6,7.1,65.2,15.7,44.3,330,325,57,186,137,5,0,1,There are 330 students enrolled at OMBUDSMAN - SOUTH HS.  98.5% are Low Income Students.  17.3% are Diverse Learners.  23.9% are Limited English Learners.,The largest demographic at OMBUDSMAN - SOUTH HS is Black.  This demographic makes up 56.4% of the student population.  The second greatest demographic is Hispanic at 41.5%.,true,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60636,2,4,1,""
,,,,,,,,,,,,,,,,-87.687842,41.874673,OMBUDSMAN - WEST HS,Ombudsman Chicago- West,3210 W ROOSEVELT Rd,false,"52,12,82,7","Blue,Green","",10.5,767,85.6,"",65.2,20.0,46.6,202,196,36,166,29,4,1,0,There are 202 students enrolled at OMBUDSMAN - WEST HS.  97% are Low Income Students.  17.8% are Diverse Learners.  5% are Limited English Learners.,The largest demographic at OMBUDSMAN - WEST HS is Black.  This demographic makes up 82.2% of the student population.  The second greatest demographic is Hispanic at 14.4%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60624,2,4,1,""
,,,,,,,,,,,,,,,,-87.642816,41.695105,OMBUDSMAN - ROSELAND HS,Ombudsman Chicago - Roseland,10928 S HALSTED ,false,"108, 111, 8A",Red,"",,759,,"",65.2,11.1,50.4,168,130,30,158,9,0,0,0,There are 168 students enrolled at OMBUDSMAN - ROSELAND HS.  77.4% are Low Income Students.  17.9% are Diverse Learners.  1.8% are Limited English Learners.,The largest demographic at OMBUDSMAN - ROSELAND HS is Black.  This demographic makes up 94% of the student population.  The second greatest demographic is Hispanic at 5.4%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60628,1,3,1,""
,,,,,,,,,,,,,,,,-87.687946,41.902841,PATHWAYS - HUMBOLDT PARK HS,Pathways in Education - Humboldt Park,2421 W DIVISION ,false,"49, 66, 70, 94, X49",Blue,"",,0,,"",65.2,42.4,76.7,160,94,37,56,87,12,1,3,There are 160 students enrolled at PATHWAYS - HUMBOLDT PARK HS.  58.8% are Low Income Students.  23.1% are Diverse Learners.  23.1% are Limited English Learners.,The largest demographic at PATHWAYS - HUMBOLDT PARK HS is Hispanic.  This demographic makes up 54.4% of the student population.  The second greatest demographic is Black at 35%.,,,false,false,2025,NEUTRAL,Moderately Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60622,1,5,1,""
,,,,,,,,,,,,,,,,-87.551804,41.753115,SAFE ACHIEVE HS,Safe Achieve Academy HS,7877 S COLES Ave,false,"26, 6, 71, 79, N5","","",,0,,"",,,74.9,37,28,4,31,6,0,0,0,There are 37 students enrolled at SAFE ACHIEVE HS.  75.7% are Low Income Students.  10.8% are Diverse Learners.  10.8% are Limited English Learners.,The largest demographic at SAFE ACHIEVE HS is Black.  This demographic makes up 83.8% of the student population.  The second greatest demographic is Hispanic at 16.2%.,,,false,false,2025,NOT ENOUGH DATA,NOT ENOUGH DATA,School Year 2024-2025,Not Applicable,Inability to Rate,60649,0,4,0,""
,,,,,,,,,,,,,,,,-87.702645,41.808226,PATHWAYS - BRIGHTON PARK HS,Pathways in Education- Brighton Park,3124 W 47TH St,false,"47, 51, 52, 52A, 62, 94",Orange,"",14.3,781,85.6,"",65.2,29.2,81.9,427,399,50,19,397,8,1,1,There are 427 students enrolled at PATHWAYS - BRIGHTON PARK HS.  93.4% are Low Income Students.  11.7% are Diverse Learners.  35.1% are Limited English Learners.,The largest demographic at PATHWAYS - BRIGHTON PARK HS is Hispanic.  This demographic makes up 93% of the student population.  The second greatest demographic is Black at 4.4%.,,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60632,1,6,1,""
,,,,,,,,,,,,,,,,-87.556487,41.759749,EXCEL SOUTH SHORE HS,Excel Academy of South Shore,7530 S SOUTH SHORE Dr,false,"26, 6, 71, 75, N5","Green,Red","",20.0,768,85.6,"",65.2,22.5,70.7,175,111,28,159,14,1,0,0,There are 175 students enrolled at EXCEL SOUTH SHORE HS.  63.4% are Low Income Students.  16% are Diverse Learners.  4.6% are Limited English Learners.,The largest demographic at EXCEL SOUTH SHORE HS is Black.  This demographic makes up 90.9% of the student population.  The second greatest demographic is Hispanic at 8%.,,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60649,2,5,1,""
,,,,,,,,,,,,,,,,-87.667378,41.803515,PEACE AND EDUCATION HS,Peace & Education Coalition HS,4946 S PAULINA St,false,"47, 48, 51, 9, X9",Orange,"",,751,,"",65.2,30.8,71.0,127,116,15,25,100,0,2,0,There are 127 students enrolled at PEACE AND EDUCATION HS.  91.3% are Low Income Students.  11.8% are Diverse Learners.  59.8% are Limited English Learners.,The largest demographic at PEACE AND EDUCATION HS is Hispanic.  This demographic makes up 78.7% of the student population.  The second greatest demographic is Black at 19.7%.,true,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609,1,5,1,""
,,,,,,,,,,,,,,,,-87.70406,41.735239,PATHWAYS - ASHBURN HS,Pathways in Education- Ashburn,3284 W 87TH St,false,"52A, 87","","",,800,,"",65.2,26.8,80.6,307,159,37,99,196,11,0,1,There are 307 students enrolled at PATHWAYS - ASHBURN HS.  51.8% are Low Income Students.  12.1% are Diverse Learners.  17.3% are Limited English Learners.,The largest demographic at PATHWAYS - ASHBURN HS is Hispanic.  This demographic makes up 63.8% of the student population.  The second greatest demographic is Black at 32.2%.,,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60652,0,1,0,""
,,,,,,,,,,,,,,,,-87.649124,41.763896,EXCEL ENGLEWOOD HS,Excel Academy of Englewood,7141 S MORGAN ,false,"169, 44, 67, 75, 8","","",23.3,709,85.6,7.7,65.2,12.8,70.7,260,137,51,246,12,2,0,0,There are 260 students enrolled at EXCEL ENGLEWOOD HS.  52.7% are Low Income Students.  19.6% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at EXCEL ENGLEWOOD HS is Black.  This demographic makes up 94.6% of the student population.  The second greatest demographic is Hispanic at 4.6%.,,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60621,0,4,0,""
,,,,,,,,,,,,,,,,-87.551804,41.753115,SAFE ACHIEVE WEST HS,SAFE Achieve Academy West HS,230 N KOLMAR ,,"26, 6, 71, 79, N5","","",,"",,"",,,"",42,31,7,23,18,1,0,0,There are 42 students enrolled at SAFE ACHIEVE WEST HS.  73.8% are Low Income Students.  16.7% are Diverse Learners.  16.7% are Limited English Learners.,The largest demographic at SAFE ACHIEVE WEST HS is Black.  This demographic makes up 54.8% of the student population.  The second greatest demographic is Hispanic at 42.9%.,,,,,2025,NOT ENOUGH DATA,NOT ENOUGH DATA,School Year 2024-2025,Not Applicable,"",60624,0,4,0,""
150162990250850,Chicago Technology Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,313,,,,57.4,13.6,*,*,,60608,-87.659095,41.863301,CHICAGO TECH HS,Chicago Technology Academy High School,1301 W 14TH St,false,"12, 157, 18, 60, 9, X9","Blue, Pink","",92.8,772,85.6,89.1,65.2,50.0,87.3,267,250,51,226,38,1,0,0,There are 267 students enrolled at CHICAGO TECH HS.  93.6% are Low Income Students.  19.1% are Diverse Learners.  6% are Limited English Learners.,The largest demographic at CHICAGO TECH HS is Black.  This demographic makes up 84.6% of the student population.  The second greatest demographic is Hispanic at 14.2%.,true,false,false,false,2025,WEAK,Not Yet Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60608,2,6,1,Chicago Technology Academy HS
150162990250851,Chicago HS for the Arts,Chicago Public Schools District 299,Chicago,Cook,High School,572,7.6,10.7,87.7,20.6,58.9,22.3,46.4,,60622,-87.694945,41.899377,CHIARTS HS,Chicago High School for the Arts (ChiArts),2714 W AUGUSTA Blvd,false,"49, 52, 65, 66, 70, 94, X49","Blue,Red","",85.6,950,85.6,88.2,65.2,80.5,90.6,539,318,88,198,239,82,5,2,There are 539 students enrolled at CHIARTS HS.  59% are Low Income Students.  16.3% are Diverse Learners.  8.7% are Limited English Learners.,The largest demographic at CHIARTS HS is Hispanic.  This demographic makes up 44.3% of the student population.  The second greatest demographic is Black at 36.7%.,,,false,false,2025,NOT ENOUGH DATA,Partially Organized,School Year 2024-2025,Not Applicable,Inability to Rate,60622,2,7,1,Chicago HS for the Arts
150162990250827,Clark Acad Prep Magnet High Schl,Chicago Public Schools District 299,Chicago,Cook,High School,443,11.5,7.5,53.6,88.1,*,*,18.9,,60644,-87.753325,41.872885,CLARK HS,Michele Clark Academic Prep Magnet High School,5101 W HARRISON St,false,"12, 126, 54, 57, 7","Blue,Green","",82.4,781,85.6,89.0,65.2,54.0,72.8,418,313,102,401,16,0,0,1,There are 418 students enrolled at CLARK HS.  74.9% are Low Income Students.  24.4% are Diverse Learners.  1.9% are Limited English Learners.,The largest demographic at CLARK HS is Black.  This demographic makes up 95.9% of the student population.  The second greatest demographic is Hispanic at 3.8%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60644,2,5,1,Clark Acad Prep Magnet High Schl
150162990250832,Devry Advantage Academy High Schl,Chicago Public Schools District 299,Chicago,Cook,High School,152,10.1,23.0,69.3,28.4,66.2,37.7,57.1,,60640,-87.690761,41.941388,DEVRY HS,DeVry University Advantage Academy HS,1900 W LAWRENCE Ave,false,"152, 49, 52, 77, 94, X49",Brown,"",,999,,"",65.2,89.6,88.6,162,108,10,58,73,16,12,0,There are 162 students enrolled at DEVRY HS.  66.7% are Low Income Students.  6.2% are Diverse Learners.  14.2% are Limited English Learners.,The largest demographic at DEVRY HS is Hispanic.  This demographic makes up 45.1% of the student population.  The second greatest demographic is Black at 35.8%.,,,false,false,2025,NEUTRAL,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60640,1,6,1,Devry Advantage Academy High Schl
150162990250053,Disney II Magnet HS,Chicago Public Schools District 299,Chicago,Cook,High School,722,11.4,1.5,42.3,54.5,59.0,30.6,39.4,,60618,-87.721364,41.952488,DISNEY II HS,Disney II Magnet High School,3900 N LAWNDALE Ave,false,"152, 53, 54A, 80, 82",Blue,"",90.0,948,85.6,94.8,65.2,70.1,84.4,750,379,111,136,416,142,24,3,There are 750 students enrolled at DISNEY II HS.  50.5% are Low Income Students.  14.8% are Diverse Learners.  13.5% are Limited English Learners.,The largest demographic at DISNEY II HS is Hispanic.  This demographic makes up 55.5% of the student population.  The second greatest demographic is White at 18.9%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60618,1,5,1,Disney II Magnet HS
150162990250052,Crane Medical Prep HS,Chicago Public Schools District 299,Chicago,Cook,High School,282,10.0,9.9,52.7,81.9,13.3,*,14.7,,60612,-87.683301,41.876947,CRANE MEDICAL HS,Richard T Crane Medical Preparatory HS,2245 W JACKSON Blvd,false,"126, 157, 19, 20, 49, 50, 7, X49","Blue,Green,Pink","",83.0,827,85.6,82.8,65.2,54.2,73.8,278,232,40,247,27,2,0,0,There are 278 students enrolled at CRANE MEDICAL HS.  83.5% are Low Income Students.  14.4% are Diverse Learners.  4.3% are Limited English Learners.,The largest demographic at CRANE MEDICAL HS is Black.  This demographic makes up 88.8% of the student population.  The second greatest demographic is Hispanic at 9.7%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60612,3,8,1,Crane Medical Prep HS
150162990250772,Chicago HS for Agricult Sciences,Chicago Public Schools District 299,Chicago,Cook,High School,760,17.2,,48.7,39.2,53.4,25.8,53.1,,60655,-87.71777,41.691221,CHICAGO AGRICULTURE HS,Chicago High School for Agricultural Sciences,3857 W 111TH St,false,"112, 52A, 53A","","",79.7,951,85.6,86.2,65.2,70.8,91.0,761,414,195,407,184,150,5,1,There are 761 students enrolled at CHICAGO AGRICULTURE HS.  54.4% are Low Income Students.  25.6% are Diverse Learners.  7.4% are Limited English Learners.,The largest demographic at CHICAGO AGRICULTURE HS is Black.  This demographic makes up 53.5% of the student population.  The second greatest demographic is Hispanic at 24.2%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60655,0,2,0,Chicago HS for Agricult Sciences
150162990250617,Curie Metropolitan High School,Chicago Public Schools District 299,Chicago,Cook,High School,2874,15.7,3.1,45.5,68.9,32.2,22.2,33.2,,60632,-87.722042,41.80306,CURIE HS,Marie Sklodowska Curie Metropolitan High School,4959 S ARCHER Ave,false,"47, 53A, 62",Orange,"",77.4,900,85.6,76.9,65.2,68.5,77.6,2717,2267,355,239,2362,39,60,8,There are 2717 students enrolled at CURIE HS.  83.4% are Low Income Students.  13.1% are Diverse Learners.  32% are Limited English Learners.,The largest demographic at CURIE HS is Hispanic.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Black at 8.8%.,,,true,true,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60632,1,3,1,Curie Metropolitan High School
150162990250046,Von Steuben Metro Science HS,Chicago Public Schools District 299,Chicago,Cook,High School,1669,15.9,1.9,46.1,41.0,65.9,45.1,57.3,,60625,-87.713386,41.973185,VON STEUBEN HS,Friedrich W Von Steuben Metropolitan Science HS,5039 N KIMBALL Ave,false,"81, 82, 92, 93",Brown,"",97.3,1025,85.6,93.9,65.2,76.0,88.6,1697,982,112,132,929,326,258,4,There are 1697 students enrolled at VON STEUBEN HS.  57.9% are Low Income Students.  6.6% are Diverse Learners.  15% are Limited English Learners.,The largest demographic at VON STEUBEN HS is Hispanic.  This demographic makes up 54.7% of the student population.  The second greatest demographic is White at 19.2%.,,,false,false,2025,WEAK,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60625,1,4,1,Von Steuben Metro Science HS
150162990250795,Chicago Military Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,201,14.3,6.9,45.4,74.3,*,*,44.4,,60653,-87.619216,41.830555,CHICAGO MILITARY HS,Chicago Military Academy High School,3519 S GILES Ave,false,"1, 29, 3, 31, 35, 39, 4","Green,Red","",81.8,856,85.6,84.6,65.2,50.9,81.9,196,128,43,135,54,0,2,2,There are 196 students enrolled at CHICAGO MILITARY HS.  65.3% are Low Income Students.  21.9% are Diverse Learners.  14.3% are Limited English Learners.,The largest demographic at CHICAGO MILITARY HS is Black.  This demographic makes up 68.9% of the student population.  The second greatest demographic is Hispanic at 27.6%.,,,false,false,2025,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653,2,7,1,Chicago Military Academy HS
150162990250006,Carver Military Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,415,15.7,4.8,44.1,60.2,15.3,*,25.5,,60827,-87.59062,41.65629,CARVER MILITARY HS,George Washington Carver Military Academy HS,13100 S DOTY Ave,false,"108, 34",Red,"",89.0,873,85.6,85.1,65.2,63.8,86.5,402,323,48,167,222,10,0,1,There are 402 students enrolled at CARVER MILITARY HS.  80.3% are Low Income Students.  11.9% are Diverse Learners.  24.9% are Limited English Learners.,The largest demographic at CARVER MILITARY HS is Hispanic.  This demographic makes up 55.2% of the student population.  The second greatest demographic is Black at 41.5%.,,,false,false,2025,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60827,1,2,1,Carver Military Academy HS
,,,,,,,,,,,,,,,,-87.721742,41.916045,MARINE LEADERSHIP AT AMES HS,Marine Leadership Academy at Ames,1920 N HAMLIN Ave,false,"53, 72, 73","","",93.8,881,85.6,88.4,65.2,68.4,84.4,465,434,84,10,443,7,2,0,There are 465 students enrolled at MARINE LEADERSHIP AT AMES HS.  93.3% are Low Income Students.  18.1% are Diverse Learners.  58.9% are Limited English Learners.,The largest demographic at MARINE LEADERSHIP AT AMES HS is Hispanic.  This demographic makes up 95.3% of the student population.  The second greatest demographic is Black at 2.2%.,,,false,false,2025,WEAK,Not Enough Data,School Year 2024-2025,Good Standing,Inability to Rate,60647,0,2,0,""
150162990250828,Rickover Naval Academy High Schl,Chicago Public Schools District 299,Chicago,Cook,High School,524,14.5,3.4,47.1,37.2,30.2,17.2,32.8,,60634,-87.769938,41.957599,RICKOVER MILITARY HS,Hyman G Rickover Naval Academy High School,5700 W BERTEAU Ave,false,"78, 80, 85, 91",Blue,"",93.0,923,85.6,93.7,65.2,69.1,87.1,559,359,72,12,445,79,11,1,There are 559 students enrolled at RICKOVER MILITARY HS.  64.2% are Low Income Students.  12.9% are Diverse Learners.  25.4% are Limited English Learners.,The largest demographic at RICKOVER MILITARY HS is Hispanic.  This demographic makes up 79.6% of the student population.  The second greatest demographic is White at 14.1%.,,,false,false,2025,WEAK,Well Organized,School Year 2024-2025,Good Standing,Inability to Rate,60634,1,4,1,Rickover Naval Academy High Schl
150162990250848,Air Force Acad High School,Chicago Public Schools District 299,Chicago,Cook,High School,130,16.8,,38.9,42.3,*,*,*,,60609,-87.632757,41.828145,AIR FORCE HS,Air Force Academy High School,3630 S WELLS St,false,"24, 29, 31, 35, 39, 44","Green,Red","",90.0,859,85.6,78.4,65.2,66.7,86.9,151,134,41,91,49,8,1,0,There are 151 students enrolled at AIR FORCE HS.  88.7% are Low Income Students.  27.2% are Diverse Learners.  18.5% are Limited English Learners.,The largest demographic at AIR FORCE HS is Black.  This demographic makes up 60.3% of the student population.  The second greatest demographic is Hispanic at 32.5%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60609,2,6,1,Air Force Acad High School
150162990250803,Phoenix Military Academy HS,Chicago Public Schools District 299,Chicago,Cook,High School,366,11.6,6.5,52.1,53.3,34.7,13.3,28.0,,60612,-87.68696,41.879118,PHOENIX MILITARY HS,Phoenix Military Academy High School,145 S CAMPBELL Ave,false,"126, 20, 49, 7, 94, X49","Blue,Green","",91.0,908,85.6,93.7,65.2,71.4,89.2,344,300,38,56,276,8,3,0,There are 344 students enrolled at PHOENIX MILITARY HS.  87.2% are Low Income Students.  11% are Diverse Learners.  27.6% are Limited English Learners.,The largest demographic at PHOENIX MILITARY HS is Hispanic.  This demographic makes up 80.2% of the student population.  The second greatest demographic is Black at 16.3%.,,,false,false,2025,WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60612,2,6,1,Phoenix Military Academy HS
,,,,,,,,,,,,,,,,-87.612239,41.801204,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,555 E 51ST ,false,"15, 2, 3, 4, 55",Green,"",87.4,812,85.6,86.9,65.2,55.6,79.5,488,402,86,471,13,1,0,1,There are 488 students enrolled at DYETT ARTS HS.  82.4% are Low Income Students.  17.6% are Diverse Learners.  2.7% are Limited English Learners.,The largest demographic at DYETT ARTS HS is Black.  This demographic makes up 96.5% of the student population.  The second greatest demographic is Hispanic at 2.7%.,,,false,false,2025,VERY WEAK,Organized,School Year 2024-2025,Good Standing,Inability to Rate,60615,1,5,1,""
150162990250042,Sullivan High School,Chicago Public Schools District 299,Chicago,Cook,High School,711,11.7,3.5,56.6,76.5,12.4,11.3,16.5,,60626,-87.669192,42.002688,SULLIVAN HS,Roger C Sullivan High School,6631 N BOSWORTH Ave,false,"147, 151, 155, 22, 36, 96",Red,"",72.2,878,85.6,69.0,65.2,51.7,75.3,598,360,141,205,206,87,63,4,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,false,false,2025,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626,1,6,1,Sullivan High School
150162990250043,Taft High School,Chicago Public Schools District 299,Chicago,Cook,High School,4290,13.9,3.0,45.8,62.4,56.6,37.6,49.7,,60631,-87.791547,41.982961,TAFT HS,William Howard Taft High School,6530 W BRYN MAWR Ave,false,"68, 86, 88",Blue,"",92.7,965,85.6,92.0,65.2,72.5,80.6,4085,1954,491,114,1848,1593,319,10,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,false,false,2025,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631,1,3,1,Taft High School
