school_name,district,city,county,enrollment,avg_class_size,avg_teaching_exp,perc_novice_teachers,teacher_attendance_rate,pupil_teacher_ratio,chronic_absenteeism,ELA_proficiency,math_proficiency,science_proficiency,year,zip,address_longitude,address_latitude,address_street,has_transition_program,transportation_bus,transportationel,transportation_metra,graduation_rate,sat_school_average,district_mean_graduation_rate,graduation_rate4_year,district_mean_college_enrollment_rate,college_enrollment_rate,attendance_rate_current_year,student_count,student_count_low_income,student_count_special_education,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,statistics_summary,demographics_summary,has_bilingual_services,has_refugee_services,has_hearing_impairment_services,has_visual_impairment_services,school_profile_year,safety_rating,culture_rating,school_year_readable,overall_rating_status,overall_rating,zip_right,el_connections,cta_connections,metra_connections,year_right,school_name_right,neighborhood
Schurz High School,City of Chicago SD 299,Chicago,Cook,1277.0,26.3,,,,,69.4,8.1,4.1,31.5,2023.0,60641.0,-87.735612,41.946365,3601 N MILWAUKEE Ave,No,,Blue,,82.4,852.0,85.6,80.4,65.2,62.5,76.7,1003.0,841.0,232.0,87.0,831.0,49.0,17.0,6.0,There are 1003 students enrolled at SCHURZ HS.  83.8% are Low Income Students.  23.1% are Diverse Learners.  56.1% are Limited English Learners.,The largest demographic at SCHURZ HS is Hispanic.  This demographic makes up 82.9% of the student population.  The second greatest demographic is Black at 8.7%.,,,No,No,2025.0,VERY WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,5.0,Yes,2025.0,Schurz High School,Irving Park
Schurz High School,Chicago Public Schools District 299,Chicago,Cook,1219.0,25.4,14.8,7.9,55.4,,73.5,9.6,5.9,27.8,2024.0,60641.0,-87.735612,41.946365,3601 N MILWAUKEE Ave,No,,Blue,,82.4,852.0,85.6,80.4,65.2,62.5,76.7,1003.0,841.0,232.0,87.0,831.0,49.0,17.0,6.0,There are 1003 students enrolled at SCHURZ HS.  83.8% are Low Income Students.  23.1% are Diverse Learners.  56.1% are Limited English Learners.,The largest demographic at SCHURZ HS is Hispanic.  This demographic makes up 82.9% of the student population.  The second greatest demographic is Black at 8.7%.,,,No,No,2025.0,VERY WEAK,Organized,School Year 2024-2025,Intensive Support,Inability to Rate,60641.0,Yes,5.0,Yes,2025.0,Schurz High School,Irving Park
Senn High School,Chicago Public Schools District 299,Chicago,Cook,1495.0,27.5,11.4,7.3,72.5,,69.1,44.9,26.3,43.3,2025.0,60660.0,-87.667136,41.989029,5900 N GLENWOOD Ave,No,,Red,,88.8,933.0,85.6,85.0,65.2,75.2,78.1,1388.0,1023.0,195.0,322.0,519.0,239.0,237.0,8.0,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660.0,Yes,4.0,Yes,2025.0,Senn High School,Edgewater
Senn High School,City of Chicago SD 299,Chicago,Cook,1414.0,,,,,,37.8,34.1,28.6,17.3,2019.0,60660.0,-87.667136,41.989029,5900 N GLENWOOD Ave,No,,Red,,88.8,933.0,85.6,85.0,65.2,75.2,78.1,1388.0,1023.0,195.0,322.0,519.0,239.0,237.0,8.0,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660.0,Yes,4.0,Yes,2025.0,Senn High School,Edgewater
Senn High School,City of Chicago SD 299,Chicago,Cook,1551.0,,,,,,20.1,,,,2020.0,60660.0,-87.667136,41.989029,5900 N GLENWOOD Ave,No,,Red,,88.8,933.0,85.6,85.0,65.2,75.2,78.1,1388.0,1023.0,195.0,322.0,519.0,239.0,237.0,8.0,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660.0,Yes,4.0,Yes,2025.0,Senn High School,Edgewater
Senn High School,City of Chicago SD 299,Chicago,Cook,1546.0,25.0,,,,,33.6,23.0,16.8,20.8,2021.0,60660.0,-87.667136,41.989029,5900 N GLENWOOD Ave,No,,Red,,88.8,933.0,85.6,85.0,65.2,75.2,78.1,1388.0,1023.0,195.0,322.0,519.0,239.0,237.0,8.0,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660.0,Yes,4.0,Yes,2025.0,Senn High School,Edgewater
Senn High School,City of Chicago SD 299,Chicago,Cook,1521.0,25.0,,,,,55.3,24.6,20.3,18.9,2022.0,60660.0,-87.667136,41.989029,5900 N GLENWOOD Ave,No,,Red,,88.8,933.0,85.6,85.0,65.2,75.2,78.1,1388.0,1023.0,195.0,322.0,519.0,239.0,237.0,8.0,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660.0,Yes,4.0,Yes,2025.0,Senn High School,Edgewater
Senn High School,City of Chicago SD 299,Chicago,Cook,1531.0,24.8,,,,,65.5,24.3,15.2,42.9,2023.0,60660.0,-87.667136,41.989029,5900 N GLENWOOD Ave,No,,Red,,88.8,933.0,85.6,85.0,65.2,75.2,78.1,1388.0,1023.0,195.0,322.0,519.0,239.0,237.0,8.0,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660.0,Yes,4.0,Yes,2025.0,Senn High School,Edgewater
Senn High School,Chicago Public Schools District 299,Chicago,Cook,1448.0,24.4,10.3,6.5,76.7,,67.4,24.0,14.7,42.0,2024.0,60660.0,-87.667136,41.989029,5900 N GLENWOOD Ave,No,,Red,,88.8,933.0,85.6,85.0,65.2,75.2,78.1,1388.0,1023.0,195.0,322.0,519.0,239.0,237.0,8.0,There are 1388 students enrolled at SENN HS.  73.7% are Low Income Students.  14% are Diverse Learners.  39% are Limited English Learners.,The largest demographic at SENN HS is Hispanic.  This demographic makes up 37.4% of the student population.  The second greatest demographic is Black at 23.2%.,,,No,No,2025.0,VERY WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60660.0,Yes,4.0,Yes,2025.0,Senn High School,Edgewater
King College Prep High School,Chicago Public Schools District 299,Chicago,Cook,794.0,26.8,11.8,8.8,67.8,,66.3,36.9,14.7,34.3,2025.0,60653.0,-87.603874,41.813675,4445 S DREXEL Blvd,No,,Green,,91.4,939.0,85.6,93.0,65.2,73.1,90.9,850.0,672.0,95.0,818.0,22.0,1.0,1.0,1.0,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,No,No,2025.0,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653.0,Yes,3.0,Yes,2025.0,King College Prep High School,Kenwood
King College Prep High School,City of Chicago SD 299,Chicago,Cook,514.0,,,,,,42.0,38.8,26.2,15.6,2019.0,60653.0,-87.603874,41.813675,4445 S DREXEL Blvd,No,,Green,,91.4,939.0,85.6,93.0,65.2,73.1,90.9,850.0,672.0,95.0,818.0,22.0,1.0,1.0,1.0,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,No,No,2025.0,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653.0,Yes,3.0,Yes,2025.0,King College Prep High School,Kenwood
King College Prep High School,City of Chicago SD 299,Chicago,Cook,483.0,,,,,,14.7,,,,2020.0,60653.0,-87.603874,41.813675,4445 S DREXEL Blvd,No,,Green,,91.4,939.0,85.6,93.0,65.2,73.1,90.9,850.0,672.0,95.0,818.0,22.0,1.0,1.0,1.0,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,No,No,2025.0,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653.0,Yes,3.0,Yes,2025.0,King College Prep High School,Kenwood
King College Prep High School,City of Chicago SD 299,Chicago,Cook,462.0,25.3,,,,,22.6,21.4,14.3,,2021.0,60653.0,-87.603874,41.813675,4445 S DREXEL Blvd,No,,Green,,91.4,939.0,85.6,93.0,65.2,73.1,90.9,850.0,672.0,95.0,818.0,22.0,1.0,1.0,1.0,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,No,No,2025.0,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653.0,Yes,3.0,Yes,2025.0,King College Prep High School,Kenwood
King College Prep High School,City of Chicago SD 299,Chicago,Cook,623.0,26.3,,,,,39.9,12.6,19.4,25.3,2022.0,60653.0,-87.603874,41.813675,4445 S DREXEL Blvd,No,,Green,,91.4,939.0,85.6,93.0,65.2,73.1,90.9,850.0,672.0,95.0,818.0,22.0,1.0,1.0,1.0,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,No,No,2025.0,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653.0,Yes,3.0,Yes,2025.0,King College Prep High School,Kenwood
King College Prep High School,City of Chicago SD 299,Chicago,Cook,581.0,24.7,,,,,29.4,21.2,8.7,10.2,2023.0,60653.0,-87.603874,41.813675,4445 S DREXEL Blvd,No,,Green,,91.4,939.0,85.6,93.0,65.2,73.1,90.9,850.0,672.0,95.0,818.0,22.0,1.0,1.0,1.0,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,No,No,2025.0,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653.0,Yes,3.0,Yes,2025.0,King College Prep High School,Kenwood
King College Prep High School,Chicago Public Schools District 299,Chicago,Cook,692.0,24.7,10.7,14.0,67.4,,34.8,14.4,4.4,33.7,2024.0,60653.0,-87.603874,41.813675,4445 S DREXEL Blvd,No,,Green,,91.4,939.0,85.6,93.0,65.2,73.1,90.9,850.0,672.0,95.0,818.0,22.0,1.0,1.0,1.0,There are 850 students enrolled at KING HS.  79.1% are Low Income Students.  11.2% are Diverse Learners.  1.5% are Limited English Learners.,The largest demographic at KING HS is Black.  This demographic makes up 96.2% of the student population.  The second greatest demographic is Hispanic at 2.6%.,,,No,No,2025.0,WEAK,Partially Organized,School Year 2024-2025,Good Standing,Inability to Rate,60653.0,Yes,3.0,Yes,2025.0,King College Prep High School,Kenwood
Steinmetz College Prep HS,Chicago Public Schools District 299,Chicago,Cook,1063.0,23.8,17.9,3.0,43.3,,73.8,17.1,5.8,23.1,2025.0,60634.0,-87.783515,41.935634,3030 N MOBILE Ave,No,,,,79.0,833.0,85.6,75.5,65.2,63.0,75.4,883.0,680.0,155.0,142.0,664.0,60.0,6.0,5.0,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634.0,No,3.0,No,2025.0,Steinmetz College Prep HS,Belmont Cragin
Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,1227.0,,,,,,61.8,10.4,7.2,16.6,2019.0,60634.0,-87.783515,41.935634,3030 N MOBILE Ave,No,,,,79.0,833.0,85.6,75.5,65.2,63.0,75.4,883.0,680.0,155.0,142.0,664.0,60.0,6.0,5.0,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634.0,No,3.0,No,2025.0,Steinmetz College Prep HS,Belmont Cragin
Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,1218.0,,,,,,36.7,,,,2020.0,60634.0,-87.783515,41.935634,3030 N MOBILE Ave,No,,,,79.0,833.0,85.6,75.5,65.2,63.0,75.4,883.0,680.0,155.0,142.0,664.0,60.0,6.0,5.0,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634.0,No,3.0,No,2025.0,Steinmetz College Prep HS,Belmont Cragin
Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,1151.0,26.7,,,,,57.4,7.1,4.1,6.9,2021.0,60634.0,-87.783515,41.935634,3030 N MOBILE Ave,No,,,,79.0,833.0,85.6,75.5,65.2,63.0,75.4,883.0,680.0,155.0,142.0,664.0,60.0,6.0,5.0,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634.0,No,3.0,No,2025.0,Steinmetz College Prep HS,Belmont Cragin
Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,1145.0,26.4,,,,,75.5,7.0,6.3,22.2,2022.0,60634.0,-87.783515,41.935634,3030 N MOBILE Ave,No,,,,79.0,833.0,85.6,75.5,65.2,63.0,75.4,883.0,680.0,155.0,142.0,664.0,60.0,6.0,5.0,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634.0,No,3.0,No,2025.0,Steinmetz College Prep HS,Belmont Cragin
Steinmetz College Prep HS,City of Chicago SD 299,Chicago,Cook,1129.0,28.5,,,,,68.9,4.9,2.1,20.3,2023.0,60634.0,-87.783515,41.935634,3030 N MOBILE Ave,No,,,,79.0,833.0,85.6,75.5,65.2,63.0,75.4,883.0,680.0,155.0,142.0,664.0,60.0,6.0,5.0,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634.0,No,3.0,No,2025.0,Steinmetz College Prep HS,Belmont Cragin
Steinmetz College Prep HS,Chicago Public Schools District 299,Chicago,Cook,1164.0,27.9,15.9,5.6,52.0,,73.2,3.7,3.3,27.6,2024.0,60634.0,-87.783515,41.935634,3030 N MOBILE Ave,No,,,,79.0,833.0,85.6,75.5,65.2,63.0,75.4,883.0,680.0,155.0,142.0,664.0,60.0,6.0,5.0,There are 883 students enrolled at STEINMETZ HS.  77% are Low Income Students.  17.6% are Diverse Learners.  48.7% are Limited English Learners.,The largest demographic at STEINMETZ HS is Hispanic.  This demographic makes up 75.2% of the student population.  The second greatest demographic is Black at 16.1%.,,,No,No,2025.0,VERY WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60634.0,No,3.0,No,2025.0,Steinmetz College Prep HS,Belmont Cragin
Sullivan High School,Chicago Public Schools District 299,Chicago,Cook,711.0,25.7,11.7,3.5,56.6,,76.5,12.4,11.3,16.5,2025.0,60626.0,-87.669192,42.002688,6631 N BOSWORTH Ave,No,,Red,,72.2,878.0,85.6,69.0,65.2,51.7,75.3,598.0,360.0,141.0,205.0,206.0,87.0,63.0,4.0,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626.0,Yes,6.0,Yes,2025.0,Sullivan High School,Rogers Park
Sullivan High School,City of Chicago SD 299,Chicago,Cook,654.0,,,,,,62.5,6.3,10.0,8.8,2019.0,60626.0,-87.669192,42.002688,6631 N BOSWORTH Ave,No,,Red,,72.2,878.0,85.6,69.0,65.2,51.7,75.3,598.0,360.0,141.0,205.0,206.0,87.0,63.0,4.0,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626.0,Yes,6.0,Yes,2025.0,Sullivan High School,Rogers Park
Sullivan High School,City of Chicago SD 299,Chicago,Cook,641.0,,,,,,35.0,,,,2020.0,60626.0,-87.669192,42.002688,6631 N BOSWORTH Ave,No,,Red,,72.2,878.0,85.6,69.0,65.2,51.7,75.3,598.0,360.0,141.0,205.0,206.0,87.0,63.0,4.0,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626.0,Yes,6.0,Yes,2025.0,Sullivan High School,Rogers Park
Sullivan High School,City of Chicago SD 299,Chicago,Cook,593.0,22.4,,,,,60.2,9.2,9.2,10.5,2021.0,60626.0,-87.669192,42.002688,6631 N BOSWORTH Ave,No,,Red,,72.2,878.0,85.6,69.0,65.2,51.7,75.3,598.0,360.0,141.0,205.0,206.0,87.0,63.0,4.0,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626.0,Yes,6.0,Yes,2025.0,Sullivan High School,Rogers Park
Sullivan High School,City of Chicago SD 299,Chicago,Cook,567.0,19.2,,,,,61.6,5.2,5.2,6.0,2022.0,60626.0,-87.669192,42.002688,6631 N BOSWORTH Ave,No,,Red,,72.2,878.0,85.6,69.0,65.2,51.7,75.3,598.0,360.0,141.0,205.0,206.0,87.0,63.0,4.0,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626.0,Yes,6.0,Yes,2025.0,Sullivan High School,Rogers Park
Sullivan High School,City of Chicago SD 299,Chicago,Cook,662.0,24.6,,,,,67.9,6.5,7.7,16.7,2023.0,60626.0,-87.669192,42.002688,6631 N BOSWORTH Ave,No,,Red,,72.2,878.0,85.6,69.0,65.2,51.7,75.3,598.0,360.0,141.0,205.0,206.0,87.0,63.0,4.0,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626.0,Yes,6.0,Yes,2025.0,Sullivan High School,Rogers Park
Sullivan High School,Chicago Public Schools District 299,Chicago,Cook,721.0,24.1,11.3,5.9,58.8,,77.0,6.2,*,15.1,2024.0,60626.0,-87.669192,42.002688,6631 N BOSWORTH Ave,No,,Red,,72.2,878.0,85.6,69.0,65.2,51.7,75.3,598.0,360.0,141.0,205.0,206.0,87.0,63.0,4.0,There are 598 students enrolled at SULLIVAN HS.  60.2% are Low Income Students.  23.6% are Diverse Learners.  63.9% are Limited English Learners.,The largest demographic at SULLIVAN HS is Hispanic.  This demographic makes up 34.4% of the student population.  The second greatest demographic is Black at 34.3%.,,,No,No,2025.0,WEAK,Not Yet Organized,School Year 2024-2025,Targeted Support,Inability to Rate,60626.0,Yes,6.0,Yes,2025.0,Sullivan High School,Rogers Park
Taft High School,Chicago Public Schools District 299,Chicago,Cook,4290.0,28.3,13.9,3.0,45.8,,62.4,56.6,37.6,49.7,2025.0,60631.0,-87.791547,41.982961,6530 W BRYN MAWR Ave,No,,Blue,,92.7,965.0,85.6,92.0,65.2,72.5,80.6,4085.0,1954.0,491.0,114.0,1848.0,1593.0,319.0,10.0,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,No,No,2025.0,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631.0,Yes,3.0,Yes,2025.0,Taft High School,Norwood Park
Taft High School,City of Chicago SD 299,Chicago,Cook,3398.0,,,,,,35.1,39.3,34.2,24.8,2019.0,60631.0,-87.791547,41.982961,6530 W BRYN MAWR Ave,No,,Blue,,92.7,965.0,85.6,92.0,65.2,72.5,80.6,4085.0,1954.0,491.0,114.0,1848.0,1593.0,319.0,10.0,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,No,No,2025.0,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631.0,Yes,3.0,Yes,2025.0,Taft High School,Norwood Park
Taft High School,City of Chicago SD 299,Chicago,Cook,3655.0,,,,,,17.2,,,,2020.0,60631.0,-87.791547,41.982961,6530 W BRYN MAWR Ave,No,,Blue,,92.7,965.0,85.6,92.0,65.2,72.5,80.6,4085.0,1954.0,491.0,114.0,1848.0,1593.0,319.0,10.0,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,No,No,2025.0,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631.0,Yes,3.0,Yes,2025.0,Taft High School,Norwood Park
Taft High School,City of Chicago SD 299,Chicago,Cook,3949.0,29.0,,,,,35.8,31.1,26.1,37.2,2021.0,60631.0,-87.791547,41.982961,6530 W BRYN MAWR Ave,No,,Blue,,92.7,965.0,85.6,92.0,65.2,72.5,80.6,4085.0,1954.0,491.0,114.0,1848.0,1593.0,319.0,10.0,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,No,No,2025.0,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631.0,Yes,3.0,Yes,2025.0,Taft High School,Norwood Park
Taft High School,City of Chicago SD 299,Chicago,Cook,4100.0,28.2,,,,,50.6,31.9,32.7,37.6,2022.0,60631.0,-87.791547,41.982961,6530 W BRYN MAWR Ave,No,,Blue,,92.7,965.0,85.6,92.0,65.2,72.5,80.6,4085.0,1954.0,491.0,114.0,1848.0,1593.0,319.0,10.0,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,No,No,2025.0,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631.0,Yes,3.0,Yes,2025.0,Taft High School,Norwood Park
Taft High School,City of Chicago SD 299,Chicago,Cook,4329.0,28.4,,,,,59.6,34.0,27.2,17.5,2023.0,60631.0,-87.791547,41.982961,6530 W BRYN MAWR Ave,No,,Blue,,92.7,965.0,85.6,92.0,65.2,72.5,80.6,4085.0,1954.0,491.0,114.0,1848.0,1593.0,319.0,10.0,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,No,No,2025.0,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631.0,Yes,3.0,Yes,2025.0,Taft High School,Norwood Park
Taft High School,Chicago Public Schools District 299,Chicago,Cook,4231.0,27.8,13.0,2.9,45.7,,60.0,34.5,25.9,21.2,2024.0,60631.0,-87.791547,41.982961,6530 W BRYN MAWR Ave,No,,Blue,,92.7,965.0,85.6,92.0,65.2,72.5,80.6,4085.0,1954.0,491.0,114.0,1848.0,1593.0,319.0,10.0,There are 4085 students enrolled at TAFT HS.  47.8% are Low Income Students.  12% are Diverse Learners.  23.3% are Limited English Learners.,The largest demographic at TAFT HS is Hispanic.  This demographic makes up 45.2% of the student population.  The second greatest demographic is White at 39%.,,,No,No,2025.0,NOT ENOUGH DATA,Moderately Organized,School Year 2024-2025,Good Standing,Inability to Rate,60631.0,Yes,3.0,Yes,2025.0,Taft High School,Norwood Park
